  r_x        r_y      r_z       E_MG_1  E_MG_2  E_NP   E_T (eV)
  48.500     0.000    0.000     4.686   4.938   3.130  1.2800677634e-03
  48.500     0.000    0.000     4.727   4.981   3.130  1.2030456660e-03
  48.500     0.000    0.000     4.767   5.023   3.130  1.1289843673e-03
  48.500     0.000    0.000     4.807   5.066   3.130  1.0579407077e-03
  48.500     0.000    0.000     4.848   5.108   3.130  9.8995603224e-04
  48.500     0.000    0.000     4.888   5.151   3.130  9.2504818415e-04
  48.500     0.000    0.000     4.928   5.193   3.130  8.6322855606e-04
  48.500     0.000    0.000     4.969   5.236   3.130  8.0448628913e-04
  48.500     0.000    0.000     5.009   5.279   3.130  7.6859679703e-04
  48.500     0.000    0.000     5.050   5.321   3.130  7.4023992518e-04
  48.500     0.000    0.000     5.090   5.364   3.130  7.1253723192e-04
  48.500     0.000    0.000     5.130   5.406   3.130  6.8551043723e-04
  48.500     0.000    0.000     5.171   5.449   3.130  6.5918147222e-04
  48.500     0.000    0.000     5.211   5.491   3.130  6.3356132852e-04
  48.500     0.000    0.000     5.252   5.534   3.130  6.0866765597e-04
  48.500     0.000    0.000     5.292   5.577   3.130  5.8450743232e-04
  48.500     0.000    0.000     5.332   5.619   3.130  5.6108865687e-04
  48.500     0.000    0.000     5.373   5.662   3.130  5.3841817616e-04
  48.500     0.000    0.000     5.413   5.704   3.130  5.1649919026e-04
  48.500     0.000    0.000     5.454   5.747   3.130  4.9533183750e-04
  48.500     0.000    0.000     5.494   5.789   3.130  4.7491579677e-04
  48.500     0.000    0.000     5.534   5.832   3.130  4.5524990715e-04
  48.500     0.000    0.000     5.575   5.875   3.130  4.3632948360e-04
  48.500     0.000    0.000     5.615   5.917   3.130  4.1815053661e-04
  48.500     0.000    0.000     5.656   5.960   3.130  4.0070581495e-04
  48.500     0.000    0.000     5.696   6.002   3.130  3.8398866373e-04
  48.500     0.000    0.000     5.736   6.045   3.130  3.6798974876e-04
  48.500     0.000    0.000     5.777   6.087   3.130  3.5270097905e-04
