  r_x        r_y      r_z       E_MG_1  E_MG_2  E_NP   E_T (eV)
  61.000     0.000    0.000     4.807   5.066   0.000  2.5799085267e-04
  61.000     0.000    0.000     4.848   5.108   0.000  2.5085857231e-04
  61.000     0.000    0.000     4.888   5.151   0.000  2.4384302936e-04
  61.000     0.000    0.000     4.928   5.193   0.000  2.3694728206e-04
  61.000     0.000    0.000     4.969   5.236   0.000  2.3017502668e-04
  61.000     0.000    0.000     5.009   5.279   0.000  2.2352905322e-04
  61.000     0.000    0.000     5.050   5.321   0.000  2.1701168791e-04
  61.000     0.000    0.000     5.090   5.364   0.000  2.1062444529e-04
  61.000     0.000    0.000     5.130   5.406   0.000  2.0436949204e-04
  61.000     0.000    0.000     5.171   5.449   0.000  1.9824818432e-04
  61.000     0.000    0.000     5.211   5.491   0.000  1.9226149261e-04
  61.000     0.000    0.000     5.252   5.534   0.000  1.8640980128e-04
  61.000     0.000    0.000     5.292   5.577   0.000  1.8069397538e-04
  61.000     0.000    0.000     5.332   5.619   0.000  1.7511423725e-04
  61.000     0.000    0.000     5.373   5.662   0.000  1.6967023966e-04
  61.000     0.000    0.000     5.413   5.704   0.000  1.6436210497e-04
  61.000     0.000    0.000     5.454   5.747   0.000  1.5918945170e-04
  61.000     0.000    0.000     5.494   5.789   0.000  1.5415163132e-04
  61.000     0.000    0.000     5.534   5.832   0.000  1.4924754294e-04
  61.000     0.000    0.000     5.575   5.875   0.000  1.4447658720e-04
  61.000     0.000    0.000     5.615   5.917   0.000  1.3983768019e-04
  61.000     0.000    0.000     5.656   5.960   0.000  1.3532931641e-04
  61.000     0.000    0.000     5.696   6.002   0.000  1.3095047246e-04
  61.000     0.000    0.000     5.736   6.045   0.000  1.2669973349e-04
  61.000     0.000    0.000     5.777   6.087   0.000  1.2257550330e-04
  61.000     0.000    0.000     5.817   6.130   0.000  1.1857600226e-04
  61.000     0.000    0.000     5.858   6.172   0.000  1.1469972776e-04
  61.000     0.000    0.000     5.898   6.215   0.000  1.1094480171e-04
  61.000     0.000    0.000     5.938   6.258   0.000  1.0730956506e-04
  61.000     0.000    0.000     5.979   6.300   0.000  1.0379219402e-04
  61.000     0.000    0.000     6.019   6.343   0.000  1.0039063190e-04

  61.500     0.000    0.000     2.020   2.128   0.000  3.5488045970e-04
  61.500     0.000    0.000     2.060   2.171   0.000  3.7925639760e-04
  61.500     0.000    0.000     2.101   2.214   0.000  4.0380376834e-04
  61.500     0.000    0.000     2.141   2.256   0.000  4.2840292723e-04
  61.500     0.000    0.000     2.181   2.299   0.000  4.5293158734e-04
  61.500     0.000    0.000     2.222   2.341   0.000  4.7726594558e-04
  61.500     0.000    0.000     2.262   2.384   0.000  5.0128208710e-04
  61.500     0.000    0.000     2.303   2.426   0.000  5.2485618817e-04
  61.500     0.000    0.000     2.343   2.469   0.000  5.4786739778e-04
  61.500     0.000    0.000     2.383   2.512   0.000  5.7019760826e-04
  61.500     0.000    0.000     2.424   2.554   0.000  5.9173279946e-04
  61.500     0.000    0.000     2.464   2.597   0.000  6.1236471143e-04
  61.500     0.000    0.000     2.505   2.639   0.000  6.3199234563e-04
  61.500     0.000    0.000     2.545   2.682   0.000  6.5076904162e-04
  61.500     0.000    0.000     2.585   2.724   0.000  6.7193513305e-04
  61.500     0.000    0.000     2.626   2.767   0.000  6.9122912652e-04
  61.500     0.000    0.000     2.666   2.810   0.000  7.0851648722e-04
  61.500     0.000    0.000     2.707   2.852   0.000  7.2368492121e-04
  61.500     0.000    0.000     2.747   2.895   0.000  7.3664658430e-04
  61.500     0.000    0.000     2.787   2.937   0.000  7.4733892480e-04
  61.500     0.000    0.000     2.828   2.980   0.000  7.5572334646e-04
  61.500     0.000    0.000     2.868   3.022   0.000  7.6178608632e-04
  61.500     0.000    0.000     2.909   3.065   0.000  7.6553630015e-04
  61.500     0.000    0.000     2.949   3.108   0.000  7.6700622624e-04
  61.500     0.000    0.000     2.989   3.150   0.000  7.6624720963e-04
  61.500     0.000    0.000     3.030   3.193   0.000  7.6609434092e-04
  61.500     0.000    0.000     3.070   3.235   0.000  7.6622110453e-04
  61.500     0.000    0.000     3.111   3.278   0.000  7.6495375458e-04
  61.500     0.000    0.000     3.151   3.320   0.000  7.6233436630e-04
  61.500     0.000    0.000     3.191   3.363   0.000  7.5840860048e-04
  61.500     0.000    0.000     3.232   3.406   0.000  7.5322937294e-04
  61.500     0.000    0.000     3.272   3.448   0.000  7.4685037600e-04
  61.500     0.000    0.000     3.313   3.491   0.000  7.3933137082e-04
  61.500     0.000    0.000     3.353   3.533   0.000  7.3073157634e-04
  61.500     0.000    0.000     3.393   3.576   0.000  7.2111447024e-04
  61.500     0.000    0.000     3.434   3.618   0.000  7.1054425228e-04
  61.500     0.000    0.000     3.474   3.661   0.000  6.9908532009e-04
  61.500     0.000    0.000     3.515   3.703   0.000  6.8680428047e-04
  61.500     0.000    0.000     3.555   3.746   0.000  6.7376714930e-04
  61.500     0.000    0.000     3.595   3.789   0.000  6.6003896451e-04
  61.500     0.000    0.000     3.636   3.831   0.000  6.4568507575e-04
  61.500     0.000    0.000     3.676   3.874   0.000  6.3077196130e-04
  61.500     0.000    0.000     3.717   3.916   0.000  6.1536064739e-04
  61.500     0.000    0.000     3.757   3.959   0.000  5.9951528124e-04
  61.500     0.000    0.000     3.797   4.001   0.000  5.8329689851e-04
  61.500     0.000    0.000     3.838   4.044   0.000  5.6676396610e-04
  61.500     0.000    0.000     3.878   4.087   0.000  5.4997407539e-04
  61.500     0.000    0.000     3.919   4.129   0.000  5.3298378737e-04
  61.500     0.000    0.000     3.959   4.172   0.000  5.1584664944e-04
  61.500     0.000    0.000     3.999   4.214   0.000  4.9861253607e-04
  61.500     0.000    0.000     4.040   4.257   0.000  4.8133228529e-04
  61.500     0.000    0.000     4.080   4.299   0.000  4.6405289727e-04
  61.500     0.000    0.000     4.121   4.342   0.000  4.4681805112e-04
  61.500     0.000    0.000     4.161   4.385   0.000  4.2967073017e-04
  61.500     0.000    0.000     4.201   4.427   0.000  4.1264990167e-04
  61.500     0.000    0.000     4.242   4.470   0.000  3.9579290015e-04
  61.500     0.000    0.000     4.282   4.512   0.000  3.7913523649e-04
  61.500     0.000    0.000     4.323   4.555   0.000  3.6270859445e-04
  61.500     0.000    0.000     4.363   4.597   0.000  3.4654358777e-04
  61.500     0.000    0.000     4.403   4.640   0.000  3.3066706376e-04
  61.500     0.000    0.000     4.444   4.683   0.000  3.2340644261e-04
  61.500     0.000    0.000     4.484   4.725   0.000  3.1550909909e-04
  61.500     0.000    0.000     4.525   4.768   0.000  3.0767399855e-04
  61.500     0.000    0.000     4.565   4.810   0.000  2.9990947074e-04
  61.500     0.000    0.000     4.605   4.853   0.000  2.9222260970e-04
  61.500     0.000    0.000     4.646   4.895   0.000  2.8462178141e-04
  61.500     0.000    0.000     4.686   4.938   0.000  2.7711233411e-04
  61.500     0.000    0.000     4.727   4.981   0.000  2.6970031922e-04
  61.500     0.000    0.000     4.767   5.023   0.000  2.6239225825e-04
  61.500     0.000    0.000     4.807   5.066   0.000  2.5519202688e-04
  61.500     0.000    0.000     4.848   5.108   0.000  2.4810459984e-04
  61.500     0.000    0.000     4.888   5.151   0.000  2.4113340821e-04
  61.500     0.000    0.000     4.928   5.193   0.000  2.3428318752e-04
  61.500     0.000    0.000     4.969   5.236   0.000  2.2755585789e-04
  61.500     0.000    0.000     5.009   5.279   0.000  2.2095470316e-04
  61.500     0.000    0.000     5.050   5.321   0.000  2.1448201567e-04
  61.500     0.000    0.000     5.090   5.364   0.000  2.0813936616e-04
  61.500     0.000    0.000     5.130   5.406   0.000  2.0192878379e-04
  61.500     0.000    0.000     5.171   5.449   0.000  1.9585159545e-04
  61.500     0.000    0.000     5.211   5.491   0.000  1.8990831215e-04
  61.500     0.000    0.000     5.252   5.534   0.000  1.8410064627e-04
  61.500     0.000    0.000     5.292   5.577   0.000  1.7842806955e-04
  61.500     0.000    0.000     5.332   5.619   0.000  1.7289121372e-04
  61.500     0.000    0.000     5.373   5.662   0.000  1.6748974879e-04
  61.500     0.000    0.000     5.413   5.704   0.000  1.6222372657e-04
  61.500     0.000    0.000     5.454   5.747   0.000  1.5709274605e-04
  61.500     0.000    0.000     5.494   5.789   0.000  1.5209614112e-04
  61.500     0.000    0.000     5.534   5.832   0.000  1.4723281542e-04
  61.500     0.000    0.000     5.575   5.875   0.000  1.4250212447e-04
  61.500     0.000    0.000     5.615   5.917   0.000  1.3790296970e-04
  61.500     0.000    0.000     5.656   5.960   0.000  1.3343384494e-04
  61.500     0.000    0.000     5.696   6.002   0.000  1.2909369598e-04
  61.500     0.000    0.000     5.736   6.045   0.000  1.2488109585e-04
  61.500     0.000    0.000     5.777   6.087   0.000  1.2079443785e-04
  61.500     0.000    0.000     5.817   6.130   0.000  1.1683193815e-04
  61.500     0.000    0.000     5.858   6.172   0.000  1.1299207596e-04
  61.500     0.000    0.000     5.898   6.215   0.000  1.0927297026e-04
  61.500     0.000    0.000     5.938   6.258   0.000  1.0567294748e-04
  61.500     0.000    0.000     5.979   6.300   0.000  1.0219017563e-04
  61.500     0.000    0.000     6.019   6.343   0.000  9.8822600267e-05

  62.000     0.000    0.000     2.020   2.128   0.000  3.4931469035e-04
  62.000     0.000    0.000     2.060   2.171   0.000  3.7325509082e-04
  62.000     0.000    0.000     2.101   2.214   0.000  3.9736504257e-04
  62.000     0.000    0.000     2.141   2.256   0.000  4.2152729271e-04
  62.000     0.000    0.000     2.181   2.299   0.000  4.4562198473e-04
  62.000     0.000    0.000     2.222   2.341   0.000  4.6952776003e-04
  62.000     0.000    0.000     2.262   2.384   0.000  4.9312287907e-04
  62.000     0.000    0.000     2.303   2.426   0.000  5.1628661855e-04
  62.000     0.000    0.000     2.343   2.469   0.000  5.3889946468e-04
  62.000     0.000    0.000     2.383   2.512   0.000  5.6084629715e-04
  62.000     0.000    0.000     2.424   2.554   0.000  5.8201490520e-04
  62.000     0.000    0.000     2.464   2.597   0.000  6.0229899880e-04
  62.000     0.000    0.000     2.505   2.639   0.000  6.2159899213e-04
  62.000     0.000    0.000     2.545   2.682   0.000  6.3982248986e-04
  62.000     0.000    0.000     2.585   2.724   0.000  6.5905400183e-04
  62.000     0.000    0.000     2.626   2.767   0.000  6.7803826086e-04
  62.000     0.000    0.000     2.666   2.810   0.000  6.9506573556e-04
  62.000     0.000    0.000     2.707   2.852   0.000  7.1002527738e-04
  62.000     0.000    0.000     2.747   2.895   0.000  7.2283119291e-04
  62.000     0.000    0.000     2.787   2.937   0.000  7.3341955249e-04
  62.000     0.000    0.000     2.828   2.980   0.000  7.4175282415e-04
  62.000     0.000    0.000     2.868   3.022   0.000  7.4781598154e-04
  62.000     0.000    0.000     2.909   3.065   0.000  7.5161686851e-04
  62.000     0.000    0.000     2.949   3.108   0.000  7.5318590486e-04
  62.000     0.000    0.000     2.989   3.150   0.000  7.5257224805e-04
  62.000     0.000    0.000     3.030   3.193   0.000  7.5372910047e-04
  62.000     0.000    0.000     3.070   3.235   0.000  7.5388257994e-04
  62.000     0.000    0.000     3.111   3.278   0.000  7.5266445246e-04
  62.000     0.000    0.000     3.151   3.320   0.000  7.5011503505e-04
  62.000     0.000    0.000     3.191   3.363   0.000  7.4628111935e-04
  62.000     0.000    0.000     3.232   3.406   0.000  7.4121153348e-04
  62.000     0.000    0.000     3.272   3.448   0.000  7.3496182876e-04
  62.000     0.000    0.000     3.313   3.491   0.000  7.2758749476e-04
  62.000     0.000    0.000     3.353   3.533   0.000  7.1914969719e-04
  62.000     0.000    0.000     3.393   3.576   0.000  7.0970837274e-04
  62.000     0.000    0.000     3.434   3.618   0.000  6.9932647094e-04
  62.000     0.000    0.000     3.474   3.661   0.000  6.8806971214e-04
  62.000     0.000    0.000     3.515   3.703   0.000  6.7600102976e-04
  62.000     0.000    0.000     3.555   3.746   0.000  6.6318526723e-04
  62.000     0.000    0.000     3.595   3.789   0.000  6.4968894320e-04
  62.000     0.000    0.000     3.636   3.831   0.000  6.3557378771e-04
  62.000     0.000    0.000     3.676   3.874   0.000  6.2090510687e-04
  62.000     0.000    0.000     3.717   3.916   0.000  6.0574562663e-04
  62.000     0.000    0.000     3.757   3.959   0.000  5.9015586787e-04
  62.000     0.000    0.000     3.797   4.001   0.000  5.7419679737e-04
  62.000     0.000    0.000     3.838   4.044   0.000  5.5792602581e-04
  62.000     0.000    0.000     3.878   4.087   0.000  5.4140028856e-04
  62.000     0.000    0.000     3.919   4.129   0.000  5.2467533772e-04
  62.000     0.000    0.000     3.959   4.172   0.000  5.0780398560e-04
  62.000     0.000    0.000     3.999   4.214   0.000  4.9083536691e-04
  62.000     0.000    0.000     4.040   4.257   0.000  4.7382052649e-04
  62.000     0.000    0.000     4.080   4.299   0.000  4.5680333321e-04
  62.000     0.000    0.000     4.121   4.342   0.000  4.3982938761e-04
  62.000     0.000    0.000     4.161   4.385   0.000  4.2294034954e-04
  62.000     0.000    0.000     4.201   4.427   0.000  4.0617464344e-04
  62.000     0.000    0.000     4.242   4.470   0.000  3.8956914561e-04
  62.000     0.000    0.000     4.282   4.512   0.000  3.7315904036e-04
  62.000     0.000    0.000     4.323   4.555   0.000  3.5697623872e-04
  62.000     0.000    0.000     4.363   4.597   0.000  3.4104908852e-04
  62.000     0.000    0.000     4.403   4.640   0.000  3.2825203629e-04
  62.000     0.000    0.000     4.444   4.683   0.000  3.2034079112e-04
  62.000     0.000    0.000     4.484   4.725   0.000  3.1248411589e-04
  62.000     0.000    0.000     4.525   4.768   0.000  3.0468962081e-04
  62.000     0.000    0.000     4.565   4.810   0.000  2.9696560882e-04
  62.000     0.000    0.000     4.605   4.853   0.000  2.8932099302e-04
  62.000     0.000    0.000     4.646   4.895   0.000  2.8176156907e-04
  62.000     0.000    0.000     4.686   4.938   0.000  2.7429445676e-04
  62.000     0.000    0.000     4.727   4.981   0.000  2.6692558253e-04
  62.000     0.000    0.000     4.767   5.023   0.000  2.5965977086e-04
  62.000     0.000    0.000     4.807   5.066   0.000  2.5250304955e-04
  62.000     0.000    0.000     4.848   5.108   0.000  2.4545818124e-04
  62.000     0.000    0.000     4.888   5.151   0.000  2.3853078697e-04
  62.000     0.000    0.000     4.928   5.193   0.000  2.3172369848e-04
  62.000     0.000    0.000     4.969   5.236   0.000  2.2503955878e-04
  62.000     0.000    0.000     5.009   5.279   0.000  2.1848150318e-04
  62.000     0.000    0.000     5.050   5.321   0.000  2.1205133949e-04
  62.000     0.000    0.000     5.090   5.364   0.000  2.0575202613e-04
  62.000     0.000    0.000     5.130   5.406   0.000  1.9958412559e-04
  62.000     0.000    0.000     5.171   5.449   0.000  1.9354938719e-04
  62.000     0.000    0.000     5.211   5.491   0.000  1.8764834039e-04
  62.000     0.000    0.000     5.252   5.534   0.000  1.8188257313e-04
  62.000     0.000    0.000     5.292   5.577   0.000  1.7625161823e-04
  62.000     0.000    0.000     5.332   5.619   0.000  1.7075603953e-04
  62.000     0.000    0.000     5.373   5.662   0.000  1.6539550611e-04
  62.000     0.000    0.000     5.413   5.704   0.000  1.6017001894e-04
  62.000     0.000    0.000     5.454   5.747   0.000  1.5507915773e-04
  62.000     0.000    0.000     5.494   5.789   0.000  1.5012223886e-04
  62.000     0.000    0.000     5.534   5.832   0.000  1.4529815437e-04
  62.000     0.000    0.000     5.575   5.875   0.000  1.4060623201e-04
  62.000     0.000    0.000     5.615   5.917   0.000  1.3604535862e-04
  62.000     0.000    0.000     5.656   5.960   0.000  1.3161401257e-04
  62.000     0.000    0.000     5.696   6.002   0.000  1.2731112454e-04
  62.000     0.000    0.000     5.736   6.045   0.000  1.2313525544e-04
  62.000     0.000    0.000     5.777   6.087   0.000  1.1908478801e-04
  62.000     0.000    0.000     5.817   6.130   0.000  1.1515792107e-04
  62.000     0.000    0.000     5.858   6.172   0.000  1.1135312945e-04
  62.000     0.000    0.000     5.898   6.215   0.000  1.0766851673e-04
  62.000     0.000    0.000     5.938   6.258   0.000  1.0410240781e-04
  62.000     0.000    0.000     5.979   6.300   0.000  1.0065296236e-04
  62.000     0.000    0.000     6.019   6.343   0.000  9.7318116596e-05

  62.500     0.000    0.000     2.020   2.128   0.000  3.4410622866e-04
  62.500     0.000    0.000     2.060   2.171   0.000  3.6762684815e-04
  62.500     0.000    0.000     2.101   2.214   0.000  3.9131464257e-04
  62.500     0.000    0.000     2.141   2.256   0.000  4.1505501344e-04
  62.500     0.000    0.000     2.181   2.299   0.000  4.3873028527e-04
  62.500     0.000    0.000     2.222   2.341   0.000  4.6222146764e-04
  62.500     0.000    0.000     2.262   2.384   0.000  4.8540918065e-04
  62.500     0.000    0.000     2.303   2.426   0.000  5.0817476246e-04
  62.500     0.000    0.000     2.343   2.469   0.000  5.3040169326e-04
  62.500     0.000    0.000     2.383   2.512   0.000  5.5197597027e-04
  62.500     0.000    0.000     2.424   2.554   0.000  5.7278824110e-04
  62.500     0.000    0.000     2.464   2.597   0.000  5.9273383888e-04
  62.500     0.000    0.000     2.505   2.639   0.000  6.1171492706e-04
  62.500     0.000    0.000     2.545   2.682   0.000  6.2964065218e-04
  62.500     0.000    0.000     2.585   2.724   0.000  6.4678806625e-04
  62.500     0.000    0.000     2.626   2.767   0.000  6.6546780038e-04
  62.500     0.000    0.000     2.666   2.810   0.000  6.8223890424e-04
  62.500     0.000    0.000     2.707   2.852   0.000  6.9699143069e-04
  62.500     0.000    0.000     2.747   2.895   0.000  7.0964018310e-04
  62.500     0.000    0.000     2.787   2.937   0.000  7.2012290604e-04
  62.500     0.000    0.000     2.828   2.980   0.000  7.2840009162e-04
  62.500     0.000    0.000     2.868   3.022   0.000  7.3445733839e-04
  62.500     0.000    0.000     2.909   3.065   0.000  7.3830079350e-04
  62.500     0.000    0.000     2.949   3.108   0.000  7.3995918068e-04
  62.500     0.000    0.000     2.989   3.150   0.000  7.3947957277e-04
  62.500     0.000    0.000     3.030   3.193   0.000  7.4189334374e-04
  62.500     0.000    0.000     3.070   3.235   0.000  7.4206897588e-04
  62.500     0.000    0.000     3.111   3.278   0.000  7.4089481282e-04
  62.500     0.000    0.000     3.151   3.320   0.000  7.3841019532e-04
  62.500     0.000    0.000     3.191   3.363   0.000  7.3466083785e-04
  62.500     0.000    0.000     3.232   3.406   0.000  7.2969455505e-04
  62.500     0.000    0.000     3.272   3.448   0.000  7.2356569472e-04
  62.500     0.000    0.000     3.313   3.491   0.000  7.1632870195e-04
  62.500     0.000    0.000     3.353   3.533   0.000  7.0804271035e-04
  62.500     0.000    0.000     3.393   3.576   0.000  6.9876813231e-04
  62.500     0.000    0.000     3.434   3.618   0.000  6.8856683574e-04
  62.500     0.000    0.000     3.474   3.661   0.000  6.7750166901e-04
  62.500     0.000    0.000     3.515   3.703   0.000  6.6563535060e-04
  62.500     0.000    0.000     3.555   3.746   0.000  6.5303161445e-04
  62.500     0.000    0.000     3.595   3.789   0.000  6.3975496256e-04
  62.500     0.000    0.000     3.636   3.831   0.000  6.2586873573e-04
  62.500     0.000    0.000     3.676   3.874   0.000  6.1143461419e-04
  62.500     0.000    0.000     3.717   3.916   0.000  5.9651519198e-04
  62.500     0.000    0.000     3.757   3.959   0.000  5.8117007986e-04
  62.500     0.000    0.000     3.797   4.001   0.000  5.6545932266e-04
  62.500     0.000    0.000     3.838   4.044   0.000  5.4943968650e-04
  62.500     0.000    0.000     3.878   4.087   0.000  5.3316707938e-04
  62.500     0.000    0.000     3.919   4.129   0.000  5.1669648419e-04
  62.500     0.000    0.000     3.959   4.172   0.000  5.0007999988e-04
  62.500     0.000    0.000     3.999   4.214   0.000  4.8336684963e-04
  62.500     0.000    0.000     4.040   4.257   0.000  4.6660504354e-04
  62.500     0.000    0.000     4.080   4.299   0.000  4.4984101274e-04
  62.500     0.000    0.000     4.121   4.342   0.000  4.3311749724e-04
  62.500     0.000    0.000     4.161   4.385   0.000  4.1647559922e-04
  62.500     0.000    0.000     4.201   4.427   0.000  3.9995484706e-04
  62.500     0.000    0.000     4.242   4.470   0.000  3.8359162580e-04
  62.500     0.000    0.000     4.282   4.512   0.000  3.6741923749e-04
  62.500     0.000    0.000     4.323   4.555   0.000  3.5146939521e-04
  62.500     0.000    0.000     4.363   4.597   0.000  3.3577200312e-04
  62.500     0.000    0.000     4.403   4.640   0.000  3.2526818940e-04
  62.500     0.000    0.000     4.444   4.683   0.000  3.1739533934e-04
  62.500     0.000    0.000     4.484   4.725   0.000  3.0957639007e-04
  62.500     0.000    0.000     4.525   4.768   0.000  3.0182083842e-04
  62.500     0.000    0.000     4.565   4.810   0.000  2.9413690187e-04
  62.500     0.000    0.000     4.605   4.853   0.000  2.8653152557e-04
  62.500     0.000    0.000     4.646   4.895   0.000  2.7901302661e-04
  62.500     0.000    0.000     4.686   4.938   0.000  2.7158654878e-04
  62.500     0.000    0.000     4.727   4.981   0.000  2.6425855397e-04
  62.500     0.000    0.000     4.767   5.023   0.000  2.5703394092e-04
  62.500     0.000    0.000     4.807   5.066   0.000  2.4991798488e-04
  62.500     0.000    0.000     4.848   5.108   0.000  2.4291510822e-04
  62.500     0.000    0.000     4.888   5.151   0.000  2.3602919011e-04
  62.500     0.000    0.000     4.928   5.193   0.000  2.2926309571e-04
  62.500     0.000    0.000     4.969   5.236   0.000  2.2262099071e-04
  62.500     0.000    0.000     5.009   5.279   0.000  2.1610439764e-04
  62.500     0.000    0.000     5.050   5.321   0.000  2.0971564213e-04
  62.500     0.000    0.000     5.090   5.364   0.000  2.0345753361e-04
  62.500     0.000    0.000     5.130   5.406   0.000  1.9733070688e-04
  62.500     0.000    0.000     5.171   5.449   0.000  1.9133682882e-04
  62.500     0.000    0.000     5.211   5.491   0.000  1.8547642817e-04
  62.500     0.000    0.000     5.252   5.534   0.000  1.7975100857e-04
  62.500     0.000    0.000     5.292   5.577   0.000  1.7416012564e-04
  62.500     0.000    0.000     5.332   5.619   0.000  1.6870391723e-04
  62.500     0.000    0.000     5.373   5.662   0.000  1.6338316826e-04
  62.500     0.000    0.000     5.413   5.704   0.000  1.5819671368e-04
  62.500     0.000    0.000     5.454   5.747   0.000  1.5314449195e-04
  62.500     0.000    0.000     5.494   5.789   0.000  1.4822580210e-04
  62.500     0.000    0.000     5.534   5.832   0.000  1.4343950947e-04
  62.500     0.000    0.000     5.575   5.875   0.000  1.3878493032e-04
  62.500     0.000    0.000     5.615   5.917   0.000  1.3426093695e-04
  62.500     0.000    0.000     5.656   5.960   0.000  1.2986597844e-04
  62.500     0.000    0.000     5.696   6.002   0.000  1.2559898511e-04
  62.500     0.000    0.000     5.736   6.045   0.000  1.2145850572e-04
  62.500     0.000    0.000     5.777   6.087   0.000  1.1744291241e-04
  62.500     0.000    0.000     5.817   6.130   0.000  1.1355037437e-04
  62.500     0.000    0.000     5.858   6.172   0.000  1.0977937497e-04
  62.500     0.000    0.000     5.898   6.215   0.000  1.0612799075e-04
  62.500     0.000    0.000     5.938   6.258   0.000  1.0259455721e-04
  62.500     0.000    0.000     5.979   6.300   0.000  9.9177225575e-05
  62.500     0.000    0.000     6.019   6.343   0.000  9.5873911847e-05

  63.000     0.000    0.000     2.020   2.128   0.000  3.4181095793e-04
  63.000     0.000    0.000     2.060   2.171   0.000  3.6234692354e-04
  63.000     0.000    0.000     2.101   2.214   0.000  3.8562762799e-04
  63.000     0.000    0.000     2.141   2.256   0.000  4.0896031012e-04
  63.000     0.000    0.000     2.181   2.299   0.000  4.3223009728e-04
  63.000     0.000    0.000     2.222   2.341   0.000  4.5532010723e-04
  63.000     0.000    0.000     2.262   2.384   0.000  4.7811324876e-04
  63.000     0.000    0.000     2.303   2.426   0.000  5.0049311862e-04
  63.000     0.000    0.000     2.343   2.469   0.000  5.2234510269e-04
  63.000     0.000    0.000     2.383   2.512   0.000  5.4355781813e-04
  63.000     0.000    0.000     2.424   2.554   0.000  5.6402367150e-04
  63.000     0.000    0.000     2.464   2.597   0.000  5.8363982389e-04
  63.000     0.000    0.000     2.505   2.639   0.000  6.0231016304e-04
  63.000     0.000    0.000     2.545   2.682   0.000  6.1994534791e-04
  63.000     0.000    0.000     2.585   2.724   0.000  6.3646394869e-04
  63.000     0.000    0.000     2.626   2.767   0.000  6.5348303647e-04
  63.000     0.000    0.000     2.666   2.810   0.000  6.7000103242e-04
  63.000     0.000    0.000     2.707   2.852   0.000  6.8454820666e-04
  63.000     0.000    0.000     2.747   2.895   0.000  6.9703998275e-04
  63.000     0.000    0.000     2.787   2.937   0.000  7.0741404756e-04
  63.000     0.000    0.000     2.828   2.980   0.000  7.1563208839e-04
  63.000     0.000    0.000     2.868   3.022   0.000  7.2167721073e-04
  63.000     0.000    0.000     2.909   3.065   0.000  7.2555579831e-04
  63.000     0.000    0.000     2.949   3.108   0.000  7.2729451731e-04
  63.000     0.000    0.000     2.989   3.150   0.000  7.2900296111e-04
  63.000     0.000    0.000     3.030   3.193   0.000  7.3055881771e-04
  63.000     0.000    0.000     3.070   3.235   0.000  7.3075308327e-04
  63.000     0.000    0.000     3.111   3.278   0.000  7.2961737045e-04
  63.000     0.000    0.000     3.151   3.320   0.000  7.2719205543e-04
  63.000     0.000    0.000     3.191   3.363   0.000  7.2352117795e-04
  63.000     0.000    0.000     3.232   3.406   0.000  7.1865153778e-04
  63.000     0.000    0.000     3.272   3.448   0.000  7.1263636771e-04
  63.000     0.000    0.000     3.313   3.491   0.000  7.0552906554e-04
  63.000     0.000    0.000     3.353   3.533   0.000  6.9738762804e-04
  63.000     0.000    0.000     3.393   3.576   0.000  6.8827134901e-04
  63.000     0.000    0.000     3.434   3.618   0.000  6.7824098282e-04
  63.000     0.000    0.000     3.474   3.661   0.000  6.6735827751e-04
  63.000     0.000    0.000     3.515   3.703   0.000  6.5568489916e-04
  63.000     0.000    0.000     3.555   3.746   0.000  6.4328351072e-04
  63.000     0.000    0.000     3.595   3.789   0.000  6.3021753956e-04
  63.000     0.000    0.000     3.636   3.831   0.000  6.1654931649e-04
  63.000     0.000    0.000     3.676   3.874   0.000  6.0233956455e-04
  63.000     0.000    0.000     3.717   3.916   0.000  5.8764991137e-04
  63.000     0.000    0.000     3.757   3.959   0.000  5.7253907065e-04
  63.000     0.000    0.000     3.797   4.001   0.000  5.5706621051e-04
  63.000     0.000    0.000     3.838   4.044   0.000  5.4128726455e-04
  63.000     0.000    0.000     3.878   4.087   0.000  5.2525817395e-04
  63.000     0.000    0.000     3.919   4.129   0.000  5.0903151146e-04
  63.000     0.000    0.000     3.959   4.172   0.000  4.9265871999e-04
  63.000     0.000    0.000     3.999   4.214   0.000  4.7618995818e-04
  63.000     0.000    0.000     4.040   4.257   0.000  4.5967178131e-04
  63.000     0.000    0.000     4.080   4.299   0.000  4.4315009326e-04
  63.000     0.000    0.000     4.121   4.342   0.000  4.2666703808e-04
  63.000     0.000    0.000     4.161   4.385   0.000  4.1026396889e-04
  63.000     0.000    0.000     4.201   4.427   0.000  3.9397850648e-04
  63.000     0.000    0.000     4.242   4.470   0.000  3.7784665266e-04
  63.000     0.000    0.000     4.282   4.512   0.000  3.6190273319e-04
  63.000     0.000    0.000     4.323   4.555   0.000  3.4617735585e-04
  63.000     0.000    0.000     4.363   4.597   0.000  3.3070021771e-04
  63.000     0.000    0.000     4.403   4.640   0.000  3.2240015682e-04
  63.000     0.000    0.000     4.444   4.683   0.000  3.1456277290e-04
  63.000     0.000    0.000     4.484   4.725   0.000  3.0678124067e-04
  63.000     0.000    0.000     4.525   4.768   0.000  2.9906304705e-04
  63.000     0.000    0.000     4.565   4.810   0.000  2.9141693992e-04
  63.000     0.000    0.000     4.605   4.853   0.000  2.8384995188e-04
  63.000     0.000    0.000     4.646   4.895   0.000  2.7636950613e-04
  63.000     0.000    0.000     4.686   4.938   0.000  2.6898206233e-04
